id_unico;planeta;signo;texto_interpretacao;;;;;;;;;;;;;;;;;;;;;;
NETUNO_PEIXES;Netuno;PEIXES;Em seu domicílio, Netuno o mergulha no oceano da consciência coletiva. Sua sensibilidade ao invisível é imensa, e sua busca espiritual é a da união mística total, da dissolução do eu no todo. A inspiração é sua própria natureza, manifestando-se através da arte, da música e da compaixão sem limites. O desafio cármico é aprender a navegar neste oceano sem se afogar, desenvolvendo o discernimento e estabelecendo limites psíquicos. Sua missão é ser um canal para a compaixão universal de forma consciente e ancorada.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_ARIES;Plutão;ARIES;A missão evolutiva de sua alma, compartilhada com sua geração, é a de transformar radicalmente o conceito de identidade, coragem e vontade. Em um nível profundo e inconsciente, você é impulsionado a destruir velhas formas de autoafirmação para dar à luz a um novo tipo de pioneirismo. Sua jornada pessoal dentro deste tema coletivo envolve confrontar as dinâmicas de poder relacionadas à sua própria iniciativa e aprender a usar sua imensa força de vontade para a regeneração, e não para a destruição.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_TOURO;Plutão;TOURO;A sua alma, junto com sua geração, está em uma jornada para transformar fundamentalmente os valores, a segurança e a relação com o mundo material. Em um nível profundo, você é compelido a desenterrar as verdades ocultas sobre o que realmente tem valor, expondo e regenerando sistemas financeiros e de recursos. Sua tarefa pessoal é confrontar seus próprios apegos e medos de escassez, para descobrir uma fonte de poder e segurança que seja inabalável e verdadeiramente sustentável.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_GEMEOS;Plutão;GEMEOS;A missão cármica de sua geração é a de revolucionar a mente, a comunicação e a própria natureza da informação. Você possui um impulso inconsciente para desconstruir velhas formas de pensar, expor verdades ocultas através da palavra e transformar a percepção da realidade. Sua jornada pessoal envolve aprender a usar o poder da comunicação de forma consciente e transformadora, mergulhando fundo na psicologia da linguagem para curar, e não para manipular ou destruir.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_CANCER;Plutão;CANCER;A sua alma, como parte de sua geração, está aqui para transformar as fundações da vida: o lar, a família, as raízes e a segurança emocional. Em um nível inconsciente, você é impulsionado a trazer à tona e a curar traumas ancestrais profundos, redefinindo o que significa pertencer. Sua jornada pessoal é sobre encontrar o seu poder autêntico ao confrontar e regenerar suas próprias raízes emocionais, aprendendo a construir um refúgio interior que seja indestrutível.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_LEAO;Plutão;LEAO;A tarefa evolutiva de sua geração é transformar a expressão do poder criativo e da vontade individual. Você carrega um impulso inconsciente de questionar e regenerar as fontes do poder pessoal, da liderança e da autoexpressão. Sua jornada pessoal envolve uma profunda investigação sobre o ego e a verdadeira fonte da autoestima, aprendendo a usar seu poder criativo não para a glorificação pessoal, mas como uma força de cura e transformação que emana do coração.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_VIRGEM;Plutão;VIRGEM;A missão de alma de sua geração é a de purificar e transformar os sistemas de trabalho, saúde e serviço. Em um nível profundo, você é compelido a analisar e expor as crises e ineficiências do cotidiano para regenerá-las. Sua jornada pessoal é sobre o autoaperfeiçoamento em seu nível mais profundo, confrontando crises pessoais (de saúde ou trabalho) para emergir mais forte e consciente. O poder é encontrado no serviço humilde e na maestria dos detalhes da vida.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_LIBRA;Plutão;LIBRA;Sua alma, junto com sua geração, está aqui para transformar radicalmente os relacionamentos, a justiça e a forma como nos conectamos. Você tem um impulso inconsciente para expor as dinâmicas de poder ocultas em parcerias e contratos sociais, buscando uma forma mais autêntica de equilíbrio. Sua jornada pessoal envolve confrontos com a sombra nos relacionamentos para aprender sobre o verdadeiro significado da igualdade e da intimidade, encontrando seu poder através da união honesta.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_ESCORPIAO;Plutão;ESCORPIAO;Com Plutão em seu domicílio, sua geração carrega a missão de uma transformação profunda e sem precedentes. Você tem uma afinidade natural e inconsciente com os mistérios da vida, da morte, do poder e da sexualidade. Sua jornada pessoal é sobre a total honestidade consigo mesmo, a coragem de mergulhar em suas próprias sombras para renascer. Você está aqui para aprender a usar seu poder pessoal de forma consciente, para curar a si mesmo e para guiar outros na escuridão, com integridade e compaixão.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_SAGITARIO;Plutão;SAGITARIO;A missão evolutiva de sua geração é a de transformar os sistemas de crenças, as filosofias e as verdades que guiam a humanidade. Em um nível profundo, você é impulsionado a expor o fanatismo e a hipocrisia, buscando uma verdade que seja global e autêntica. Sua jornada pessoal envolve a morte e o renascimento de suas próprias crenças, questionando tudo o que lhe foi ensinado para encontrar uma fé que seja forjada na experiência direta e na sabedoria conquistada.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_CAPRICORNIO;Plutão;CAPRICORNIO;Sua alma, como parte de sua geração, está encarregada de desconstruir e regenerar as estruturas fundamentais da sociedade: governos, corporações e sistemas de autoridade. Em um nível inconsciente, você sente o peso da responsabilidade de transformar o mundo. Sua jornada pessoal é sobre assumir o seu poder e autoridade de forma íntegra, confrontando suas próprias ambições e medos de fracasso para se tornar um construtor de um novo mundo, baseado em bases sólidas e verdadeiras.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_AQUARIO;Plutão;AQUARIO;A missão evolutiva de sua geração é a de transformar o próprio tecido da sociedade, a tecnologia e a consciência de grupo. Você é impulsionado por uma necessidade inconsciente de revolucionar o coletivo, quebrando velhos paradigmas sociais através do poder da rede e da inovação. Sua jornada pessoal é sobre encontrar seu poder dentro do grupo sem perder sua individualidade, usando sua genialidade para empoderar a humanidade e garantir que o futuro seja de libertação, e não de controle.;;;;;;;;;;;;;;;;;;;;;;
PLUTAO_PEIXES;Plutão;PEIXES;A tarefa cármica de sua geração é a de dissolver as fronteiras que nos separam, confrontando o carma coletivo e transformando o sofrimento em compaixão universal. Em um nível profundo, sua alma está sintonizada com o inconsciente coletivo, com a espiritualidade e com os finais de ciclo. Sua jornada pessoal é sobre a cura das feridas mais profundas da psique, aprendendo a render-se a um poder superior e a encontrar a redenção através do serviço abnegado e da conexão com o todo.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_ARIES;Nodo Sul;ARIES;O seu ponto de partida cármico é o da autossuficiência e da independência. Em vidas passadas, sua alma aprendeu a contar consigo mesma, a tomar a iniciativa e a lutar as próprias batalhas. Esta é a sua zona de conforto: agir sozinho. O desafio nesta vida é levar essa força inata para o terreno da colaboração, aprendendo que a verdadeira força não diminui ao ser compartilhada, mas se aprimora. Trata-se de usar sua coragem para construir pontes, e não apenas para desbravar caminhos solitários.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_TOURO;Nodo Sul;TOURO;Sua alma traz consigo uma profunda memória de estabilidade, de construção no mundo material e de busca por segurança tangível. Sua zona de conforto kármica reside no que é previsível, sólido e duradouro. O talento inato para a perseverança e para criar valor é imenso. O caminho evolutivo o convida a liberar o apego excessivo à matéria e à imutabilidade, aprendendo a encontrar segurança na transformação e a aceitar que o verdadeiro valor reside na capacidade de se regenerar e compartilhar.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_GEMEOS;Nodo Sul;GEMEOS;O ponto de partida de sua alma é o reino da lógica, da informação e da curiosidade intelectual. Sua zona de conforto kármica é a de coletar dados, fazer perguntas e se adaptar através da razão. Você tem um dom natural para a comunicação e para ver a dualidade em tudo. A jornada o convida a ir além dos fatos para encontrar a verdade, a mergulhar nas águas da fé e da sabedoria intuitiva, transformando o conhecimento em uma compreensão que unifica e dá sentido.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_CANCER;Nodo Sul;CANCER;Sua alma carrega a memória profunda da necessidade de pertencimento, segurança emocional e do ninho familiar. Sua zona de conforto kármica é o papel de cuidador, o refúgio no passado e nos laços conhecidos. A capacidade de nutrir é um talento inato. O desafio evolutivo é sair da concha da dependência emocional para construir uma estrutura de autossuficiência e autoridade no mundo, usando sua imensa sensibilidade como base para a maturidade e a realização pública.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_LEAO;Nodo Sul;LEAO;O ponto de partida de sua alma é o palco, o centro das atenções, onde a autoexpressão criativa e a vontade individual reinam. Sua zona de conforto kármica é a de ser especial, de liderar e de ser reconhecido. O dom para o drama e para a generosidade é natural. O caminho evolutivo o chama a levar esse brilho para o serviço ao coletivo, aprendendo a ser parte de um grupo sem precisar ser a estrela, e a usar seus talentos únicos para contribuir para um sonho humanitário maior.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_VIRGEM;Nodo Sul;VIRGEM;Sua alma conhece profundamente o mundo da ordem, da rotina, da análise e do serviço. Sua zona de conforto kármica está em encontrar e corrigir as falhas, em ser útil e em buscar a perfeição nos detalhes. A habilidade para o trabalho metódico é um dom. A jornada o convida a liberar a necessidade de controle e a crítica excessiva, para mergulhar nas águas da fé, da compaixão e da aceitação do caos divino, aprendendo a render-se ao fluxo da vida e a confiar no invisível.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_LIBRA;Nodo Sul;LIBRA;O ponto de partida de sua alma é a busca incessante pela harmonia através do outro. Sua zona de conforto kármica é a parceria, a diplomacia e a tentativa de agradar para manter o equilíbrio. O talento para ver o lado do outro e para a cooperação é inato. O caminho evolutivo o chama para dentro, para uma jornada de autodescoberta e autoafirmação, aprendendo a se posicionar e a lutar por si mesmo, descobrindo que a verdadeira parceria nasce de dois indivíduos fortes e inteiros.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_ESCORPIAO;Nodo Sul;ESCORPIAO;Sua alma traz consigo uma familiaridade com as profundezas, com as crises, com o poder e com a intensidade emocional. Sua zona de conforto kármica é o drama transformador e a fusão psicológica com o outro. A capacidade de regeneração é um dom poderoso. A jornada o convida a usar essa força não para controlar, mas para construir. O desafio é emergir das águas turbulentas da paixão para criar valor, estabilidade e uma paz duradoura, encontrando a beleza na simplicidade e na solidez.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_SAGITARIO;Nodo Sul;SAGITARIO;"O ponto de partida de sua alma é a busca pela verdade através da filosofia, da aventura e da liberdade. Sua zona de conforto kármica é a expansão, a fé e a visão do quadro geral, muitas vezes evitando os detalhes ""menores"". A honestidade e o otimismo são dons naturais. O caminho evolutivo o chama a trazer suas grandes verdades para o plano da comunicação diária, aprendendo a ouvir, a ser curioso com os fatos e a valorizar a multiplicidade de informações, tornando-se um mensageiro, e não apenas um pregador.";;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_CAPRICORNIO;Nodo Sul;CAPRICORNIO;Sua alma conhece bem o caminho da responsabilidade, da estrutura e da realização no mundo. Sua zona de conforto kármica é o controle, a disciplina e a busca por status e reconhecimento. A capacidade de construir e liderar é um talento inato. A jornada o convida a descer da montanha da ambição para o vale da conexão emocional e do pertencimento, aprendendo a vulnerabilidade, o cuidado e a encontrar a verdadeira segurança na nutrição da alma, e não apenas nas conquistas externas.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_AQUARIO;Nodo Sul;AQUARIO;O ponto de partida de sua alma é o coletivo, o grupo de amigos, os ideais e a visão objetiva. Sua zona de conforto kármica é a de ser parte de uma tribo de pensamento, mantendo um certo distanciamento emocional. A capacidade de ser um amigo para a humanidade é um dom. O caminho evolutivo o chama para o centro do palco de sua própria vida, para desenvolver o coração, a paixão e a autoexpressão criativa, aprendendo a brilhar como um indivíduo único e a liderar com calor e generosidade.;;;;;;;;;;;;;;;;;;;;;;
NODO_SUL_PEIXES;Nodo Sul;PEIXES;Sua alma traz uma profunda memória de dissolução, de conexão com o todo, de imaginação e de compaixão. Sua zona de conforto kármica é o mundo dos sonhos, da espiritualidade e da sensibilidade sem fronteiras. A empatia é um dom natural. A jornada evolutiva o convida a trazer essa imensa sensibilidade para o mundo prático, aprendendo a criar ordem, a estabelecer rotinas saudáveis e a servir de forma concreta e discernida, ancorando a magia em atos de cura e utilidade.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_ARIES;Nodo Norte;ARIES;Sua missão de alma nesta vida é a de desenvolver a coragem, a autoafirmação e a independência. O caminho de crescimento o chama a aprender a tomar a iniciativa, a confiar em seus instintos e a se posicionar, mesmo que isso signifique ficar sozinho. A jornada evolutiva pede que você saia da zona de conforto da parceria (Nodo Sul em Libra) para descobrir quem você é em sua essência, aprendendo a ser o pioneiro e o líder de sua própria vida.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_TOURO;Nodo Norte;TOURO;O caminho evolutivo de sua alma aponta para a construção da paz, da estabilidade e da segurança interior. Sua missão é aprender a desfrutar do mundo físico, a cultivar a paciência e a criar valor tangível e duradouro. A jornada o convida a abandonar o vício na crise e na intensidade (Nodo Sul em Escorpião) para encontrar um poder sereno na simplicidade, na conexão com a natureza e na construção de uma base sólida para a sua vida.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_GEMEOS;Nodo Norte;GEMEOS;Sua missão de alma nesta vida é a de se tornar um mestre da comunicação, da curiosidade e da escuta. O caminho de crescimento o convida a abraçar a multiplicidade de perspectivas, a fazer perguntas e a valorizar os fatos. A jornada evolutiva pede que você libere a necessidade de ter sempre a resposta certa (Nodo Sul em Sagitário) para se abrir ao diálogo, à troca e à alegria de aprender com os outros, tornando-se uma ponte de conexão.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_CANCER;Nodo Norte;CANCER;O caminho de crescimento de sua alma o direciona para o mundo das emoções, da empatia e da criação de um verdadeiro lar interior. Sua missão é aprender a honrar seus sentimentos, a se permitir ser vulnerável e a nutrir a si mesmo e aos outros. A jornada pede que você equilibre a ambição e a necessidade de controle externo (Nodo Sul em Capricórnio) com o desenvolvimento de uma base de segurança emocional e de conexão genuína com suas raízes.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_LEAO;Nodo Norte;LEAO;Sua missão de alma nesta vida é a de abraçar a autoexpressão criativa, a paixão e a alegria de ser um indivíduo único. O caminho evolutivo o convida a seguir seu coração, a assumir riscos e a brilhar sua luz com confiança e generosidade. A jornada é sobre sair da objetividade e do distanciamento do grupo (Nodo Sul em Aquário) para se engajar pessoalmente na vida, encontrando a força e o propósito no calor do seu próprio coração.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_VIRGEM;Nodo Norte;VIRGEM;O caminho evolutivo de sua alma o chama para o mundo prático, para a ordem, a rotina e o serviço com discernimento. Sua missão é aprender a ancorar seus sonhos, a cuidar do seu corpo e a encontrar a santidade no trabalho do dia a dia. A jornada pede que você saia da neblina da fantasia e do escapismo (Nodo Sul em Peixes) para desenvolver habilidades práticas e se tornar uma força de cura e aprimoramento no mundo real.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_LIBRA;Nodo Norte;LIBRA;Sua missão de alma é a de aprender a arte da parceria, da cooperação e da diplomacia. O caminho de crescimento o convida a desenvolver a capacidade de ver o ponto de vista do outro e a criar relacionamentos baseados na igualdade e no ganho mútuo. A jornada evolutiva pede que você saia da autossuficiência reativa (Nodo Sul em Áries) para descobrir a força e a beleza que existem na colaboração e no amor compartilhado.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_ESCORPIAO;Nodo Norte;ESCORPIAO;O caminho de crescimento de sua alma o leva às profundezas da intimidade, do poder compartilhado e da transformação. Sua missão é aprender a se fundir com o outro de forma autêntica, a abraçar a vulnerabilidade e a encontrar a força que nasce ao enfrentar as crises. A jornada o convida a liberar o apego à segurança material e ao controle (Nodo Sul em Touro) para mergulhar na riqueza da conexão psicológica e da regeneração da alma.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_SAGITARIO;Nodo Norte;SAGITARIO;Sua missão de alma é a de desenvolver a fé, a confiança na vida e de encontrar a sua própria verdade. O caminho evolutivo o convida a ir além dos fatos e da lógica para buscar um significado maior, confiando em sua intuição e expandindo seus horizontes. A jornada pede que você saia da armadilha da dúvida e da análise excessiva (Nodo Sul em Gêmeos) para se aventurar no desconhecido, guiado por uma bússola de otimismo e sabedoria.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_CAPRICORNIO;Nodo Norte;CAPRICORNIO;O caminho evolutivo de sua alma o chama para a maestria no mundo, para o desenvolvimento da autodisciplina, da responsabilidade e da integridade. Sua missão é se tornar sua própria autoridade, a estabelecer metas e a construir uma vida com propósito e estrutura. A jornada pede que você saia da zona de conforto da dependência emocional (Nodo Sul em Câncer) para assumir o comando de seu destino, com maturidade e competência.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_AQUARIO;Nodo Norte;AQUARIO;Sua missão de alma é a de levar seus dons únicos para o bem maior, contribuindo para uma causa coletiva e humanitária. O caminho de crescimento o convida a encontrar sua tribo e a trabalhar em equipe por um futuro melhor, valorizando a amizade e a igualdade. A jornada pede que você saia da necessidade de ser o centro das atenções (Nodo Sul em Leão) para encontrar um propósito maior ao se tornar parte de algo que transcende o seu ego.;;;;;;;;;;;;;;;;;;;;;;
NODO_NORTE_PEIXES;Nodo Norte;PEIXES;O caminho de crescimento de sua alma o direciona para a espiritualidade, a compaixão e a rendição a um poder superior. Sua missão é aprender a confiar no fluxo do universo, a desenvolver sua intuição e a sentir a conexão com toda a vida. A jornada o convida a liberar a necessidade de controlar, analisar e criticar (Nodo Sul em Virgem) para abraçar a fé, o perdão e a magia que existe ao aceitar o mistério.;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;
